,sex,age,race,decile_score,v_decile_score,priors_count,c_charge_degree,is_recid,r_charge_degree,is_violent_recid,vr_charge_degree
477,Male,29,African-American,9,6,7,(F3),0,,0,
478,Male,42,Caucasian,4,1,0,(F2),0,,0,
479,Male,20,African-American,9,8,0,(F3),1,(MO3),0,
480,Male,53,Caucasian,1,1,6,(F3),0,,0,
481,Male,48,African-American,8,1,8,(M1),0,,0,
482,Male,24,Other,2,3,0,(F3),0,,0,
483,Male,27,Caucasian,5,3,8,(F3),0,,0,
484,Male,24,African-American,9,9,2,(F3),1,(M1),1,(F3)
485,Female,22,African-American,3,4,0,(F3),0,,0,
486,Male,53,Caucasian,6,9,36,(F3),1,(M1),0,
487,Male,36,Caucasian,1,1,0,(M1),0,,0,
488,Male,28,Caucasian,3,4,2,(M1),1,(M2),1,(M1)
489,Male,34,Hispanic,1,1,0,,-1,,0,
490,Male,46,Hispanic,1,1,1,(F3),0,,0,
491,Male,21,Other,4,5,0,(F3),0,,0,
492,Male,45,African-American,1,1,1,(F2),0,,0,
493,Male,21,Hispanic,5,6,3,(F3),1,(M1),0,
494,Female,36,African-American,7,5,0,(F2),0,,0,
495,Female,25,Caucasian,4,4,2,(M2),1,(F3),0,
496,Female,23,Hispanic,3,4,1,(M2),1,(M2),0,
497,Male,54,Hispanic,1,1,2,(F3),0,,0,
498,Male,28,Caucasian,5,3,1,(F3),0,,0,
499,Female,21,African-American,8,7,0,(F3),1,(M2),0,
500,Male,36,Caucasian,3,3,0,(M1),0,,0,
501,Male,24,African-American,3,4,0,(F3),0,,0,
502,Male,28,African-American,6,4,3,(F3),1,(M2),0,
503,Male,30,Other,2,2,1,(F3),1,(M2),0,
504,Male,29,African-American,1,2,0,(F3),0,,0,
505,Male,22,African-American,8,9,2,(F2),0,,0,
506,Male,31,African-American,9,5,8,(F2),0,,0,
507,Male,38,African-American,9,5,2,(F3),0,,0,
508,Female,30,Caucasian,6,2,0,(M1),0,,0,
509,Male,51,Hispanic,1,1,1,(M2),0,,0,
510,Male,33,Other,1,1,3,(F3),0,,0,
511,Female,25,African-American,6,5,2,(F3),0,,0,
512,Male,30,Hispanic,1,2,0,,-1,,0,
513,Male,22,African-American,10,8,0,,-1,,0,
514,Male,37,African-American,2,2,4,(M1),0,,0,
515,Male,32,African-American,9,7,12,(F3),1,(M2),1,(F2)
516,Male,23,African-American,6,5,1,(F3),0,,0,
517,Male,47,African-American,3,2,3,(F3),0,,0,
518,Female,43,African-American,9,5,0,,-1,,0,
519,Female,41,African-American,6,3,6,(M1),0,,0,
520,Female,32,Hispanic,3,3,1,(F3),1,(M2),0,
521,Male,37,Caucasian,1,1,0,(F3),0,,0,
522,Male,19,African-American,10,9,2,(F3),1,(M1),0,
523,Male,27,Hispanic,8,6,0,(M1),0,,0,
524,Male,39,Other,1,1,0,(M1),0,,0,
525,Female,21,Caucasian,6,8,0,(F3),0,,0,
526,Male,69,Caucasian,1,1,0,(M2),0,,0,
527,Male,36,Caucasian,3,3,3,(F3),0,,0,
528,Female,60,Caucasian,-1,-1,0,,-1,,0,
529,Male,21,Caucasian,6,6,2,(F3),0,,0,
530,Male,26,African-American,10,10,6,(M1),1,(M1),0,
531,Male,22,Caucasian,4,5,0,(F3),0,,0,
532,Female,23,African-American,5,5,0,(F3),1,(M1),0,
533,Male,20,African-American,7,10,1,(F3),0,,0,
534,Male,28,Caucasian,2,2,0,(F3),0,,0,
535,Male,45,Caucasian,5,1,0,(M1),0,,0,
536,Male,49,African-American,5,4,3,(F3),0,,0,
537,Male,29,African-American,4,3,2,(M1),1,(F3),0,
538,Male,24,Caucasian,6,8,0,,-1,,0,
539,Female,60,Caucasian,1,1,0,(M1),0,,0,
540,Female,26,African-American,10,10,0,,0,,0,
541,Male,23,African-American,10,10,3,(F3),1,(M2),0,
542,Male,34,Hispanic,5,2,2,(M1),1,(F3),1,(F3)
543,Male,30,Caucasian,1,2,0,(M1),0,,0,
544,Female,20,Other,4,7,1,(F1),0,,0,
545,Male,36,Hispanic,3,2,1,(F3),0,,0,
546,Male,30,Caucasian,4,3,0,(F3),0,,0,
547,Male,21,African-American,3,6,1,(F3),1,(M2),0,
548,Male,34,African-American,8,4,11,(M1),0,,0,
549,Male,25,Hispanic,7,3,1,(F3),0,,0,
550,Male,25,African-American,7,6,7,(F2),0,,0,
551,Male,22,Caucasian,6,5,2,(M1),1,(M2),0,
552,Male,57,African-American,8,7,18,(F3),0,,0,
553,Male,29,Caucasian,8,5,2,(M2),0,,0,
554,Male,36,African-American,1,1,1,(F3),0,,0,
555,Male,29,African-American,2,4,7,(M1),0,,0,
556,Male,21,African-American,9,6,4,(F3),1,(M2),0,
557,Male,21,African-American,5,6,0,(F3),1,(F3),0,
558,Male,37,African-American,8,5,1,(F3),0,,0,
559,Male,33,Caucasian,1,1,3,(F3),0,,0,
560,Male,34,Caucasian,1,1,1,(M1),0,,0,
561,Male,27,Caucasian,2,2,0,(M1),0,,0,
562,Female,50,Caucasian,1,1,1,(M1),1,(M1),0,
563,Male,26,African-American,3,3,1,(F3),0,,0,
564,Male,40,Caucasian,7,9,0,(F3),1,(M1),0,
565,Male,25,African-American,8,7,7,(F3),1,(M1),0,
566,Female,53,Caucasian,1,1,1,(M1),0,,0,
567,Male,26,African-American,2,3,0,,-1,,0,
568,Female,24,African-American,4,4,0,(F3),0,,0,
569,Male,47,Caucasian,1,1,0,,-1,,0,
570,Male,39,Caucasian,4,4,2,(M1),0,,0,
571,Male,42,African-American,1,1,1,(F2),0,,0,
572,Male,28,African-American,3,3,1,(M1),0,,0,
573,Male,24,Caucasian,4,4,1,(M2),0,,0,
574,Female,23,Hispanic,4,4,0,(M1),0,,0,
575,Male,26,African-American,8,3,6,(F3),1,(M2),0,
576,Male,42,African-American,5,3,3,(M1),0,,0,
577,Male,22,Caucasian,2,4,1,(M2),0,,0,
578,Male,22,African-American,9,9,4,(F3),1,(F3),1,(F3)
579,Male,21,Caucasian,7,8,3,(M1),0,,0,
580,Male,37,African-American,9,4,23,(F3),1,(M2),0,
581,Male,44,Caucasian,2,2,0,(M1),0,,0,
582,Male,64,Caucasian,9,2,13,(F3),0,,0,
583,Male,35,African-American,5,5,2,(F3),0,,0,
584,Male,36,African-American,7,4,8,(F3),0,,0,
585,Male,53,African-American,1,1,2,(F3),0,,0,
586,Male,60,African-American,1,1,1,(F1),0,,0,
587,Male,29,African-American,4,3,7,(F3),1,(M1),0,
588,Female,44,African-American,4,1,2,(MO3),0,,0,
589,Male,48,Caucasian,8,5,23,(F3),1,(F3),1,(M1)
590,Male,23,African-American,2,4,0,(F3),0,,0,
591,Male,48,Hispanic,4,1,8,(F3),0,,0,
592,Male,23,Caucasian,6,5,0,,-1,,0,
593,Female,52,Caucasian,1,1,0,(M1),0,,0,
594,Male,44,African-American,2,3,7,(M1),0,,0,
595,Male,28,Asian,5,2,1,(F3),0,,0,
596,Male,27,African-American,8,5,12,(F3),1,(M1),0,
597,Male,28,African-American,9,6,5,(F3),1,(M2),0,
598,Male,33,Caucasian,3,1,3,(M1),0,,0,
599,Female,28,Hispanic,2,2,0,(F7),0,,0,
600,Male,47,Caucasian,10,6,5,(F3),1,(F3),0,
601,Male,36,African-American,7,3,14,(F2),1,(M1),0,
602,Male,29,African-American,5,5,2,(F2),0,,0,
603,Male,22,African-American,9,7,0,(M1),1,(M2),0,
604,Male,40,Caucasian,1,1,0,(M1),0,,0,
605,Male,65,Caucasian,1,1,0,(M1),0,,0,
606,Male,25,Caucasian,2,3,0,(F3),0,,0,
607,Male,68,Caucasian,1,1,2,(F3),0,,0,
608,Female,32,Caucasian,4,4,1,(F3),0,,0,
609,Male,56,African-American,3,3,5,(F3),0,,0,
610,Male,27,African-American,8,8,9,(F2),1,(F2),1,(F2)
611,Male,52,Caucasian,1,1,4,(F3),1,(M1),0,
612,Female,31,African-American,2,2,0,(F2),0,,0,
613,Male,44,African-American,1,1,0,,-1,,0,
614,Male,32,African-American,2,2,3,(F3),0,,0,
615,Male,60,Other,1,1,4,(F3),0,,0,
616,Male,35,African-American,6,2,29,(F3),0,,0,
617,Male,31,African-American,8,8,4,(F2),0,,0,
618,Male,51,Caucasian,3,2,3,(CT),0,,0,
619,Male,23,Hispanic,3,4,1,(M2),0,,0,
620,Female,39,Caucasian,6,2,0,(M2),0,,0,
621,Male,56,Caucasian,1,1,0,(M1),0,,0,
622,Female,22,African-American,7,8,0,(F3),0,,0,
623,Female,27,African-American,2,2,1,(F3),1,(M2),0,
624,Female,47,Caucasian,1,1,1,(F3),0,,0,
625,Male,53,African-American,6,3,11,(F7),0,,0,
626,Male,25,Caucasian,2,3,0,(M1),1,(M2),0,
627,Male,21,Hispanic,3,6,0,(M1),0,,0,
628,Male,22,Caucasian,3,5,0,(F3),0,,0,
629,Female,43,Hispanic,1,1,0,(M2),0,,0,
630,Female,59,Caucasian,1,1,0,(F3),0,,0,
631,Female,58,Caucasian,1,1,2,(M1),0,,0,
632,Male,53,African-American,1,1,4,(F3),0,,0,
633,Male,31,African-American,3,2,7,(M1),1,(M2),0,
634,Male,22,African-American,5,6,2,(F2),0,,0,
635,Male,22,Caucasian,5,5,1,(F3),1,(F3),0,
636,Male,28,African-American,6,6,8,(F3),1,(F1),0,
637,Male,42,Other,1,1,1,(F3),0,,0,
638,Male,20,African-American,7,8,0,(F3),1,(M1),0,
639,Male,29,Caucasian,6,4,0,(M1),1,(M1),1,(M1)
640,Female,41,Caucasian,1,1,0,(M1),0,,0,
641,Male,29,African-American,10,9,8,(F3),0,,0,
642,Male,58,African-American,7,4,21,(M1),1,(M1),0,
643,Male,22,African-American,7,6,3,(F3),0,,0,
644,Male,48,Hispanic,1,1,1,(M2),1,(M2),0,
645,Male,37,Caucasian,4,3,0,(F3),0,,0,
646,Male,57,African-American,5,6,1,(F3),1,(M1),0,
647,Male,27,Caucasian,1,1,3,(M1),0,,0,
648,Female,49,Other,2,1,0,,-1,,0,
649,Male,26,African-American,4,3,3,(F2),0,,0,
650,Male,29,Caucasian,5,3,0,,-1,,0,
651,Male,24,Caucasian,8,5,3,(F3),1,(M2),0,
652,Male,33,Caucasian,1,2,0,(F2),0,,0,
653,Male,28,Caucasian,2,3,1,(F3),0,,0,
654,Male,29,African-American,6,3,2,(F3),0,,0,
655,Female,24,African-American,10,9,3,(F3),1,(F3),0,
656,Male,24,Caucasian,1,2,0,(M1),0,,0,
657,Male,19,Caucasian,10,8,1,(F3),1,(M1),0,
658,Male,36,Caucasian,1,1,2,(M1),0,,0,
659,Male,33,Other,1,1,0,(F3),0,,0,
660,Female,24,Caucasian,5,5,0,(F3),0,,0,
661,Male,32,Caucasian,1,1,0,(M1),0,,0,
662,Male,34,Caucasian,1,1,0,(M1),0,,0,
663,Male,31,African-American,1,1,1,(F3),0,,0,
664,Male,36,Caucasian,1,1,0,,-1,,0,
665,Male,24,African-American,4,5,4,(F3),0,,0,
666,Male,25,Hispanic,5,3,2,(F3),1,(M1),1,(F2)
667,Male,20,African-American,10,8,1,(F3),1,(M2),0,
668,Male,58,Caucasian,1,1,0,,-1,,0,
669,Male,35,African-American,10,10,0,,-1,,0,
670,Male,22,African-American,3,5,1,(F3),0,,0,
671,Male,28,Hispanic,5,3,2,(M1),1,(F2),1,(F3)
672,Male,24,African-American,2,4,1,(M1),1,(M1),1,(M1)
673,Male,61,Caucasian,1,1,4,(F3),0,,0,
674,Male,34,Caucasian,6,4,9,(F3),0,,0,
675,Female,27,Caucasian,4,2,1,(F3),0,,0,
676,Female,50,African-American,2,1,3,(F3),0,,0,
677,Male,30,African-American,1,2,1,(M1),0,,0,
678,Male,38,African-American,3,2,5,(F3),0,,0,
679,Male,24,Caucasian,1,2,0,(M1),0,,0,
680,Male,27,African-American,8,5,2,(F3),0,,0,
681,Male,34,Caucasian,1,1,0,(M1),0,,0,
682,Male,45,African-American,2,1,16,(F3),0,,0,
683,Female,46,African-American,10,8,2,(F3),1,(F3),0,
684,Male,41,Caucasian,1,1,0,(M1),1,(M2),0,
685,Male,20,Other,8,6,0,(F3),1,(F3),1,(M2)
686,Male,27,African-American,8,9,13,(M1),1,(M1),1,(M1)
687,Female,51,African-American,8,1,16,(F3),0,,0,
688,Male,21,African-American,4,6,0,,-1,,0,
689,Male,26,African-American,6,3,1,(M1),1,(F3),0,
690,Male,29,African-American,5,3,3,(F3),1,(M2),0,
691,Male,52,Caucasian,5,3,6,(F3),1,(M1),0,
692,Male,28,Caucasian,4,3,1,(F2),1,(M2),1,(M2)
693,Male,36,Caucasian,7,5,0,,-1,,0,
694,Female,34,Native American,7,3,4,(F2),1,(F3),0,
695,Male,55,African-American,3,1,5,(F3),1,(F3),0,
696,Male,46,Caucasian,2,1,2,(M1),0,,0,
697,Male,59,Caucasian,1,1,0,(M2),0,,0,
698,Male,26,African-American,9,6,10,(F2),1,(F3),1,(F3)
699,Male,28,African-American,10,10,5,(F3),0,,0,
700,Male,27,Caucasian,5,3,0,,-1,,0,
701,Male,63,Caucasian,1,1,2,(F3),0,,0,
702,Male,42,African-American,1,1,0,(F3),0,,0,
703,Male,21,African-American,3,5,1,(F3),0,,0,
704,Male,57,African-American,1,1,2,(F1),0,,0,
705,Male,23,African-American,6,6,6,(F3),1,(F3),1,(M1)
706,Male,54,African-American,9,5,28,(F3),1,(M1),0,
707,Male,35,African-American,7,4,8,(F3),1,(M1),0,
708,Male,42,Caucasian,1,1,1,(F3),0,,0,
709,Female,24,African-American,9,9,6,(F2),1,(M1),0,
710,Male,54,African-American,1,1,2,(M1),0,,0,
711,Male,58,African-American,6,3,12,(M1),1,(M2),0,
712,Male,40,Hispanic,1,1,1,(M1),0,,0,
713,Male,23,Caucasian,5,5,1,(M1),1,(F3),0,
714,Male,35,African-American,2,2,1,(M1),0,,0,
715,Male,53,African-American,6,4,17,(F3),0,,0,
716,Male,20,African-American,10,10,1,(F3),1,(M1),1,(F2)
717,Male,24,African-American,4,4,1,(F3),0,,0,
718,Male,51,Caucasian,1,1,0,(F3),0,,0,
719,Male,24,Hispanic,10,7,0,(F3),0,,0,
720,Male,37,Caucasian,2,1,3,(F3),0,,0,
721,Female,46,African-American,1,1,0,(F2),0,,0,
722,Male,47,Caucasian,1,1,3,(F3),0,,0,
723,Male,44,African-American,4,6,3,(F2),0,,0,
724,Male,34,Caucasian,6,2,4,(F3),1,(M2),0,
725,Male,56,Caucasian,1,1,0,(F3),0,,0,
726,Male,34,Hispanic,1,1,4,(F2),1,(M2),0,
727,Male,59,Caucasian,1,1,1,(F7),1,(M2),0,
728,Male,35,Asian,6,4,0,(F3),0,,0,
729,Male,58,Hispanic,1,1,1,(F3),0,,0,
730,Male,29,Hispanic,4,2,2,(M1),0,,0,
731,Female,53,Caucasian,1,1,1,(M1),0,,0,
732,Male,35,African-American,5,3,0,(F3),0,,0,
733,Male,29,Caucasian,3,5,1,(F3),0,,0,
734,Male,30,African-American,1,2,4,(M1),0,,0,
735,Female,24,Caucasian,9,4,6,(F3),1,(M1),1,(M1)
736,Male,21,Caucasian,9,9,2,(M2),1,(M2),1,(F3)
737,Male,26,African-American,9,6,2,(M2),0,,0,
738,Male,50,Asian,7,5,5,(F3),1,(M1),0,
739,Male,24,African-American,5,4,0,,-1,,0,
740,Male,33,Caucasian,9,7,0,(F3),0,,0,
741,Male,26,African-American,2,3,1,(F3),0,,0,
742,Male,49,African-American,7,4,18,(F3),0,,0,
743,Female,30,Caucasian,2,2,0,(M1),0,,0,
744,Male,31,African-American,5,8,6,(F1),0,,0,
745,Male,37,Caucasian,3,3,5,(F3),0,,0,
746,Male,61,African-American,5,3,0,,-1,,0,
747,Female,60,Caucasian,4,1,5,(M1),0,,0,
748,Male,29,Caucasian,9,8,6,(F3),1,(M2),0,
749,Male,55,Hispanic,1,1,0,(F3),0,,0,
750,Male,29,Caucasian,4,4,0,(M1),1,(M1),1,(M1)
751,Male,54,African-American,1,1,0,(M1),0,,0,
752,Male,29,African-American,4,4,4,(F3),1,(F3),1,(M1)
753,Male,29,African-American,8,4,12,(F2),0,,0,
754,Female,59,Caucasian,1,1,0,(M1),0,,0,
755,Male,38,African-American,5,1,0,(F3),0,,0,
756,Female,22,Hispanic,5,4,2,(F3),1,(M2),0,
757,Male,27,Caucasian,-1,-1,1,(M1),0,,0,
758,Male,29,African-American,7,6,4,(F3),1,(M1),1,(F3)
759,Male,59,African-American,6,3,0,,-1,,0,
760,Male,27,Caucasian,3,3,1,(M1),1,(M1),0,
761,Male,26,Hispanic,5,5,7,(F3),1,(M1),0,
762,Male,52,Hispanic,3,1,20,(F2),0,,0,
763,Male,66,African-American,6,2,33,(F3),1,(M1),0,
764,Male,31,African-American,6,8,0,,-1,,0,
765,Female,27,African-American,3,3,0,,-1,,0,
766,Male,22,African-American,10,5,0,(F3),0,,0,
767,Male,27,Caucasian,5,4,2,(F3),0,,0,
768,Male,51,Caucasian,1,1,1,(M1),0,,0,
769,Male,35,Caucasian,2,3,1,(F3),0,,0,
770,Male,71,Caucasian,1,1,2,(M1),0,,0,
771,Male,36,African-American,1,1,0,(M1),0,,0,
772,Male,26,African-American,7,4,1,(F3),0,,0,
773,Male,52,Caucasian,3,2,4,(M1),0,,0,
774,Female,43,Other,1,1,0,,-1,,0,
775,Male,39,Caucasian,1,1,4,(F2),0,,0,
776,Male,30,Caucasian,5,3,1,(F3),0,,0,
777,Female,35,African-American,2,1,12,(M2),0,,0,
778,Male,25,African-American,8,9,2,(F2),0,,0,
779,Male,48,Other,5,4,12,(F3),0,,0,
780,Male,55,African-American,9,3,1,(F3),0,,0,
781,Female,62,Hispanic,1,1,0,(F3),0,,0,
782,Female,34,Caucasian,6,2,4,(F3),0,,0,
783,Female,26,African-American,2,2,0,(M1),0,,0,
784,Female,48,Caucasian,1,1,0,(M2),0,,0,
785,Male,30,Hispanic,4,5,7,(M1),0,,0,
786,Male,28,Other,1,2,2,(M1),0,,0,
787,Male,33,African-American,3,3,2,(M1),0,,0,
788,Female,34,African-American,4,2,6,(F3),0,,0,
789,Female,22,African-American,9,5,1,(F3),0,,0,
790,Male,25,Other,1,2,0,(M1),0,,0,
791,Male,59,African-American,7,4,10,(F3),1,(MO3),0,
792,Male,29,African-American,5,3,5,(F3),1,(M1),0,
793,Male,42,Other,1,1,0,(M1),0,,0,
794,Male,24,Caucasian,2,3,0,(F3),0,,0,
795,Male,58,Caucasian,1,1,0,(F3),0,,0,
796,Male,48,Caucasian,7,4,1,(F2),1,(M2),0,
797,Female,54,Caucasian,1,1,2,(F3),0,,0,
798,Male,55,African-American,8,4,0,(M1),1,(F3),1,(F3)
799,Male,30,African-American,2,2,0,(M1),0,,0,
800,Male,24,Caucasian,5,6,3,(F2),0,,0,
801,Male,52,African-American,5,3,4,(M2),0,,0,
802,Male,20,African-American,4,6,0,(F3),1,(M1),0,
803,Male,25,Caucasian,4,3,4,(F3),1,(M2),0,
804,Male,24,Caucasian,2,3,0,(F2),0,,0,
805,Male,23,Caucasian,9,6,0,(M1),0,,0,
806,Male,27,Caucasian,4,3,6,(F3),1,(F3),0,
807,Male,53,African-American,1,1,1,(F3),0,,0,
808,Male,25,African-American,3,3,1,(M1),1,(M1),0,
809,Female,29,Other,2,2,0,(F3),0,,0,
810,Male,31,African-American,2,1,0,(F3),0,,0,
811,Male,25,African-American,4,5,6,(F3),1,(M2),0,
812,Male,32,Caucasian,1,2,1,(F2),1,(M1),1,(M1)
813,Male,21,Caucasian,3,5,0,(F3),1,(M2),0,
814,Male,45,Caucasian,5,7,10,(F3),0,,0,
815,Male,37,Other,1,1,1,(F3),0,,0,
816,Male,25,Caucasian,3,4,0,(F3),0,,0,
817,Male,21,African-American,3,6,0,(M1),0,,0,
818,Male,32,Hispanic,10,7,20,(F3),0,,0,
819,Male,35,African-American,7,2,0,(F3),0,,0,
820,Male,34,Caucasian,10,5,28,(F3),0,,0,
821,Male,42,African-American,7,6,14,(F3),1,(F3),0,
822,Female,31,Hispanic,6,3,0,,-1,,0,
823,Male,24,Caucasian,10,8,9,(M1),1,(F3),1,(F2)
824,Female,26,Caucasian,2,2,1,(F3),0,,0,
825,Male,35,African-American,7,3,6,(M1),0,,0,
826,Female,26,Caucasian,9,9,0,(F3),0,,0,
827,Male,22,Caucasian,10,10,6,(F3),1,(M2),0,
828,Male,21,Hispanic,6,9,0,(F3),1,(M2),0,
829,Male,47,Caucasian,1,1,1,(M1),0,,0,
830,Male,71,Caucasian,1,1,0,(M1),0,,0,
831,Female,21,African-American,4,5,0,(M1),0,,0,
832,Male,68,Caucasian,1,1,0,(M2),0,,0,
833,Male,27,African-American,9,7,5,(F2),1,(M2),0,
834,Male,43,Hispanic,1,1,2,(M1),1,(M2),0,
835,Male,46,Caucasian,6,1,2,(F3),1,(M1),0,
836,Male,44,African-American,3,1,1,(M2),0,,0,
837,Female,39,Caucasian,1,1,0,(F2),0,,0,
838,Male,27,African-American,5,5,0,(F1),0,,0,
839,Male,23,Caucasian,2,3,2,(F3),0,,0,
840,Female,50,Hispanic,1,1,1,(F3),0,,0,
841,Male,42,African-American,5,2,8,(F3),0,,0,
842,Male,58,African-American,6,3,6,(F3),0,,0,
843,Male,24,African-American,3,4,0,(M1),0,,0,
844,Male,49,African-American,7,7,15,(F3),0,,0,
845,Male,26,African-American,6,4,3,(F3),1,(F3),0,
846,Female,48,Other,1,1,0,(F3),0,,0,
847,Male,39,African-American,3,2,3,(F3),1,(M2),0,
848,Male,21,African-American,5,6,3,(F2),1,(F3),1,(F2)
849,Male,63,Caucasian,1,1,1,(M1),0,,0,
850,Male,22,African-American,7,7,3,(F2),1,(F3),1,(F3)
851,Male,50,African-American,3,2,3,(M1),0,,0,
852,Female,26,Other,2,2,0,,-1,,0,
853,Male,38,African-American,1,1,0,(F7),0,,0,
854,Male,41,Caucasian,6,4,1,(F2),0,,0,
855,Male,28,African-American,8,9,16,(F2),1,(M1),1,(F2)
856,Female,30,African-American,3,3,0,(M1),0,,0,
857,Male,23,African-American,5,7,1,(F3),0,,0,
858,Male,21,Caucasian,3,6,0,(F2),0,,0,
859,Male,25,Caucasian,4,3,2,(F3),1,(F3),0,
860,Male,53,Caucasian,1,1,2,(M1),0,,0,
861,Male,40,Caucasian,4,1,5,(F3),0,,0,
862,Male,24,Hispanic,8,4,8,(F3),0,,0,
863,Female,23,Caucasian,8,4,3,(M2),0,,0,
864,Male,41,Caucasian,3,1,0,,-1,,0,
865,Male,27,African-American,4,9,5,(M2),1,(M2),0,
866,Female,37,African-American,1,1,0,(F3),0,,0,
867,Male,44,Caucasian,3,6,11,(M1),0,,0,
868,Female,35,African-American,2,1,6,(F3),1,(M1),1,(M1)
869,Male,42,Caucasian,1,1,0,(M1),0,,0,
870,Male,38,African-American,7,5,15,(F3),1,(M2),0,
871,Male,53,Other,1,1,0,,-1,,0,
872,Male,26,Hispanic,6,6,4,(F3),0,,0,
873,Female,25,African-American,3,3,0,(M1),0,,0,
874,Male,34,Caucasian,1,1,0,(M1),0,,0,
875,Male,22,African-American,7,8,2,(F3),0,,0,
876,Male,36,African-American,4,2,0,,-1,,0,
877,Male,24,Caucasian,4,6,1,(F2),0,,0,
878,Male,64,Hispanic,1,1,1,(F3),0,,0,
879,Female,49,Caucasian,1,1,2,(M1),1,(M2),0,
880,Male,50,Caucasian,1,1,5,(F3),1,(M2),0,
881,Male,28,Caucasian,6,8,8,(F2),1,(F3),0,
882,Male,66,Caucasian,1,1,0,(M1),1,(M2),0,
883,Male,32,Hispanic,6,3,0,,-1,,0,
884,Female,46,Caucasian,1,1,0,(M1),0,,0,
885,Male,30,African-American,6,6,5,(F3),1,(F3),1,(M1)
886,Female,22,Caucasian,3,4,0,(M1),0,,0,
887,Male,23,Caucasian,4,6,1,(M2),0,,0,
888,Male,30,Other,6,5,0,(M1),1,(M2),0,
889,Male,24,African-American,10,5,10,(F2),1,(F3),0,
890,Male,53,Caucasian,7,5,0,(F3),0,,0,
891,Male,31,Hispanic,1,2,0,(M2),0,,0,
892,Male,56,Caucasian,1,1,3,(M1),0,,0,
893,Male,31,Other,2,2,1,(F3),0,,0,
894,Female,31,Caucasian,7,3,0,(F3),0,,0,
895,Male,21,African-American,7,8,4,(F3),1,(M2),0,
896,Male,28,African-American,8,7,4,(F2),1,(F3),0,
897,Male,25,African-American,3,4,0,(M2),1,(F3),1,(M1)
898,Female,21,Caucasian,7,5,0,(F2),0,,0,
899,Male,27,African-American,2,3,0,(M1),0,,0,
900,Male,48,Caucasian,-1,3,3,(F3),1,(F1),0,
901,Male,20,African-American,4,6,0,,-1,,0,
902,Male,20,Hispanic,2,5,0,(M1),1,(M2),0,
903,Male,32,Hispanic,1,1,1,(F3),0,,0,
904,Female,24,Caucasian,5,5,0,(F2),0,,0,
905,Male,22,African-American,7,6,1,(F3),0,,0,
906,Female,24,Caucasian,2,3,0,(M1),0,,0,
907,Male,20,African-American,3,6,1,(F7),0,,0,
908,Male,26,African-American,4,4,1,(F3),0,,0,
909,Female,48,Hispanic,1,1,0,(M1),0,,0,
910,Male,26,Asian,1,2,0,(M1),0,,0,
911,Male,31,African-American,8,3,3,(M1),1,(M1),0,
912,Male,27,African-American,7,8,3,(M1),1,(F3),1,(F3)
913,Male,59,African-American,5,2,17,(F3),1,(M1),0,
914,Male,40,African-American,2,1,0,(F3),0,,0,
915,Male,22,African-American,10,8,11,(F3),1,(F3),1,(M1)
916,Female,38,African-American,1,1,1,(F2),0,,0,
917,Male,36,Hispanic,10,9,1,(M1),1,(F3),0,
918,Male,50,Other,1,1,4,(M1),0,,0,
919,Male,30,African-American,7,4,1,(M1),0,,0,
920,Male,27,Caucasian,6,4,6,(F3),1,(F2),1,(F2)
921,Male,43,African-American,1,1,1,(M1),0,,0,
922,Female,59,Caucasian,1,1,0,(M2),0,,0,
923,Male,37,Caucasian,1,1,2,(M1),0,,0,
924,Male,28,African-American,7,7,5,(M1),1,(M2),0,
925,Male,38,Caucasian,1,1,0,(F3),0,,0,
926,Female,33,Caucasian,1,1,0,(M1),0,,0,
927,Male,24,Caucasian,4,5,2,(F3),0,,0,
928,Male,22,African-American,8,6,0,(F3),1,(M1),0,
929,Male,60,Hispanic,4,1,0,(F3),0,,0,
930,Male,43,Hispanic,1,1,1,(M2),0,,0,
931,Male,28,Caucasian,9,3,1,(F3),0,,0,
932,Male,25,African-American,5,4,4,(F3),1,(M1),1,(F1)
933,Male,51,Caucasian,1,1,0,(M1),0,,0,
934,Male,33,Caucasian,1,1,0,(F3),0,,0,
935,Male,30,Hispanic,5,3,6,(F3),1,(F3),1,(F2)
936,Female,58,Caucasian,1,1,0,(M1),0,,0,
937,Male,63,African-American,1,1,2,(M1),0,,0,
938,Female,28,Caucasian,4,5,0,(M1),0,,0,
939,Male,38,Caucasian,1,1,0,,-1,,0,
940,Female,28,Caucasian,3,3,0,(M1),0,,0,
941,Male,29,Caucasian,2,2,2,(M1),1,(M1),0,
942,Male,28,African-American,3,2,10,(F3),0,,0,
943,Male,26,African-American,8,8,6,(M1),0,,0,
944,Male,55,African-American,3,1,9,(MO3),1,(F2),0,
945,Female,23,Caucasian,10,9,3,(F3),0,,0,
946,Female,22,African-American,5,6,0,(MO3),0,,0,
947,Female,19,Caucasian,10,7,2,(F3),1,(F3),0,
948,Male,23,African-American,10,8,4,(F3),0,,0,
949,Male,31,African-American,1,1,1,(M1),0,,0,
950,Male,45,African-American,4,3,0,,-1,,0,
951,Male,29,African-American,1,1,0,(M1),0,,0,
952,Male,21,African-American,6,6,1,(M1),0,,0,
953,Male,61,African-American,6,3,15,(F3),1,(F3),0,
954,Male,24,African-American,10,9,4,(F3),1,(M1),1,(F1)
955,Male,26,Hispanic,2,2,0,(F3),0,,0,
956,Male,31,Hispanic,2,2,0,(M2),0,,0,
